user,tweet
PRADEEP TOMAR दिल्ली से हूं चू£या नहीं,"I'm from Delhi and I'm not CHEW-TIYA.

#DelhiResults https://t.co/0pp6iTflgr"
SADDAM HUSAIN 🇮🇳,"@ArvindKejriwal CONGRATULATIONS SIR JI 
ACHHE BITE 5 SAL LAGO RAHO AAP 
AAP HAI TO DELHI SAFE HAI"
Anand Sahay,@ArvindKejriwal Hearty congratulations for winning the Delhi elections for the third time. Hope your ministry will… https://t.co/NNr8jbm77w
Mohd Arif,Congratulations to Arvind Kejriwal for victory in Delhi assembly@arvind kejriwal.
Subhash Sharma,"Delhi Results: अनोखा निष्कर्ष
आप खुश - सत्ता सुरक्षित
बीजेपी खुश - कॉंग्रेस मुक्त भारत
कांग्रेस खुश - भाजपा हार गई"
Stay Strong,Delhi Congress fixed Doston...😂😂😂 https://t.co/M7oCwNT5Yx
Shashi Shankar Singh,@rohini_sgh @maryashakil @iamnarendranath Delhi mein fail ho gaya Ji but I know my Bihar
Kalpesh Patel,"@republic Congress who Supported first time to AAP in 2013 to stop BJP in Delhi, Today congress must repent and reg… https://t.co/372Fqb1fSi"
J.P.,@ppbajpai Oh really. Sitting in Delhi u can't guess about India..thus please stop ur nonsense.
Aimara!😎,@EyemSk Kuch delhi wale 😑
raviteja,My hearty congratulations to Mr. Kejriwal for giving the Unbreakable Victory &amp; peace of mind to Delhi people.@ArvindKejriwal
Ashu,@sudhirchaudhary Tere 100 cror ka riswat ka video aj bi h net P h .jara garebo ko d d wo pesa. Delhi virodhi
raopk,The sweep by AAP In DELHI is a good pointer towards clean politics in the country. Congratulations to CM and his AAM Aadmi Party.
Abeer.Zubair.K,@irenaakbar Ive sent it on mine. Both delhi and lko family 😁
Razeen Nachan,"Delhi Power bill 
200unit= O rs

Bhiwandi Torrent Bill

200 Unit = 90Rs Fixed Charge + Service Charge + Wheeling Ch… https://t.co/GYMt5R2OrL"
Anuj Manocha,BJP in delhi right now 🥺 https://t.co/jVeY6sVlKf
Irfan Attu,"#eci is also shocked with the #Elections2020 results. Have added extra ‘A’ to #AAP See👇😂 

#ArvindKejriwal #Delhi… https://t.co/zSGgpEMxr1"
Dev Lall,@sumbullsumbear @TVMohandasPai Shaheen obviously did not matter to most of Delhi. It is but one polling booth among… https://t.co/kDhRRibDrZ
Saiyad Hussain,"Delhi’s Muslim population: 12.78%
AAP voteshare: 53.6%
Phir is Aatankwadi @ArvindKejriwal   vote kisne Diya… https://t.co/ObK64mdDsF"
Er Sarvesh Yadav,Many more Congratulations to  Shri @ArvindKejriwal Ji for the victory in the Delhi Assembly Elections. Wishing them… https://t.co/r202fMYnrW
Sherry Gumber,"Since 1993, the Muslim-majority Okhla constituency has never been won by a https://t.co/zJI9CKATe4 is the same cons… https://t.co/TgYorQ3fxp"
Harish,Thanks Delhi 💕💗✌️🙏😇 https://t.co/R2mWgm1uGc
NAMOIndia,मतगणना के चलते आज धरनास्थल पर लोग नजर नहीं आ रहे हैं। शाहीनबाग में सन्नाटा पसरा हुआ है। पंडाल में इक्का-दुक्का लोग… https://t.co/SUiaWQjYFy
Mohit Jain,congratulations @ArvindKejriwal  sir on huge win in Delhi Assembly. #DelhiResults are in favour of work and Develop… https://t.co/2iJHogE8gV
sumit tomer THN#former Y.I DEM GTB Hospital delhi,@JPNadda Wo to theek h Nadda ji....lekin Jin hinduo ko Delhi se nikala ja Raha h uska B Kuch khayal karo....27 seat… https://t.co/fbuIs4R6Nw
Ànupreet singh jaggi,@DrMonikaSingh_ Bas yeh samjh lijiye papa ka aur mota bhai ka darr na hota toh yeh jail return aaj DnA na karta !!… https://t.co/mFo4b0gAxf
aashish tiwari,https://t.co/rLNHgJTTCg
Akash Yadav,"@AdityaRajKaul Polarization only works for Muslims.

Delhi (Non muslim) votes on freebies

100% agreed

It does jus… https://t.co/3TOun5zhFM"
S.R.Ambedkar,"A heartiest salute to the people of Delhi.
 Similarly, it will be eliminated from everywhere. 
@drkafeelkhan
@bkarwadiya
 #BJP_Mukt_Bharat"
Gaurav kr Mishra 🇮🇳,"@sardesairajdeep to take the Delhi assembly after 9 months 
Kejriwal is like Paxtaan cricket team 
They always beat… https://t.co/Yy5QdkhxBP"
ABHIJIT NAIR 🏏🇦🇺,"https://t.co/d1fSM53nYH
hahahaha"
Shopoutnews.com,How AAP pocketed almost entire anti-BJP vote share in Delhi https://t.co/5nhzjwY42z https://t.co/3NLJkugvxf
Vikas  Yadav,@LambaAlka You won delhi election. do u not know. why are u not replying like winnner 😊😊😊
guaptana,Everyday - Guaptana - Cush - Mikey https://t.co/KBTb7A7uCz via @YouTube #PardonRogerStone #Idlib #Master… https://t.co/x52XnufVvC
Sajjad Ahmed qazi,My best wishes &amp; congratulations to Mr Kejriwal and the AAP on winning the Delhi Assembly elections.… https://t.co/pu6ioMEYfV
Gina Roy,"@HinduAmericans AAP victory is a reflection of Delhi mentality,  ' i want freebies . I care for no one , nor develo… https://t.co/xJhgZz1ufx"
FALTU LAUNDA,"@msisodia @Ssiddiqui12345 Sir hum delhi se bahar k hai
Aur kejriwal ji ko agla pm banana cahte hai… https://t.co/zHl1xYa8yk"
J,"@sriakg @abhijitmajumder BJP lost only because of freebies of AAP and late election campaign.

BJP responsible for… https://t.co/rSCEpy8gEP"
Manoj,"@NooriFatima1230 @KhanAmanatullah @aadilbijnori1 Lullan free ka maal sabko achha lagta hai
Delhi se he bahar hai magar center se nahi"
The Quint,“Congratulations @ArvindKejriwal Ji on winning Delhi again. The righteous People of Delhi have embraced progressive… https://t.co/8k5w3lojXv
Dr. Chitta iPhone,"@AamAadmiParty sweeps #Delhi

#MCD doesn’t"
Sohini Dhar,@ArvindKejriwal Congratulations on your big win!Keep doing such wonderful work for the people of Delhi. All the bes… https://t.co/m4t0lHw2Ws
Atul Dhadwal Rajput,@MotaBha49629795 1) Kya tumne delhi mai sikh ladke ki story dekhi hai jispe AAP ki worker ne case kiya tha aur baad… https://t.co/fCy68DVW7E
saral vimal,Is it justified to deliver the Regd. Post after 13 days from New Delhi to Noida ( total distance 25 kms only). It c… https://t.co/CGPREB77df
भारतवासी,"@anubhavsinha Sach me Light travel faster than light 💡 .. aaj Delhi me jabardast siyasi THAPPAD padey, trailer ab dikhayi diya"
Adv. Ashutosh J Dubey,"भारतीय जनता पार्टी का सात राज्यों में लगातार हुई हार- का कारण बताएं?

~मर्यादित भाषा मे।😐

#Delhi… https://t.co/x847gwgM4n"
Sameer Gogate,Cancelling all Delhi Plans for sure https://t.co/RPlqthTtIi
Manoj kumar,"@sudhirchaudhary Ha dalal, teri to sooji hi hogi aaj..Sabhi delhi walo ne tere mooh par thook diya hai..."
rajesh sharma,@rahutrue @narendramodi @ArvindKejriwal Vr. Gud question. In the morning there was rumour that Delhi may b declared as Union Territory .
Republic,"#VadrasFinishCongress | Delhi Elections: 'Nothing Shocking about Congress' loss,' says Sandeep Dikshit

https://t.co/xnxflTj0k0"
Rahul Singh Narwariya,Delhi electronic ke bad Kamal khatam👎👎 https://t.co/K2Py37Mtyq
P Shashi,@ArvindKejriwal अपनी औकात दिखा रहे केजरी के रिष्टेदार. @ShilpiSinghINC  @TajinderBagga This happened in Delhi Metro… https://t.co/BRSZlArW3f
shreekanth vadakattu,biggest flaw is not have face of delhi election @BJP4India @narendramodi ji...how long bjp will fight on Modiki's n… https://t.co/JDYHj0WxRA
🇮🇳Yogendra 🗣️,Delhi Election Results दिल्ली में आम आदमी पार्टी की जीत असम को देश से अलग करने के मंसूबे रखने वाले इस्लामिक कट्टरपं… https://t.co/PSdueQcd7t
Rpreddy,"Who are they to oppose giving citizenship to Hindu, Sikhs, Buddhists and Jains who belong to India. How is it uncon… https://t.co/j7wrUISnar"
Pawan Tiwari,"@Sadhana05699259 @ZeeNewsHindi @BJP4India @ManojTiwariMP Ye Delhi hai mam yaha 10 rs me goli bhi chal jati hai
Yaha… https://t.co/yECyj13a6K"
VLADIMIR,"@SS_JaiHind THE PEOPLE OF DELHI JUST GIVE A BEFITTING REPLY TO THE REAL TRAITORS, DESDROHI, TERRORISTS AND TERRORIS… https://t.co/tIHGd0b3GJ"
Sainul Abideen Al Suwaidi 🇺🇳,@ArvindKejriwal Million Congratulations for your award winning Victory on the latest Delhi Election. All the best &amp; Good Luck
Sunil Desai,"@ManojTiwariMP
Do we save this tweet 

Delhi Election Results 2020: Awkward. Manoj Tiwari Was Asked About His ""Save… https://t.co/py0MUomZE7"
Pawan Singh,"@republic Vadra congress = 00..
Delhi rejacted vadra congress.
Vadra congress finished."
Ahmed Yahyah,Congratulation @ArvindKejriwal on @AamAadmiParty scoring a hat trick in #Delhi assembly elections. People of Delhi… https://t.co/qhGNUuxJo8
Irena Akbar,"After Delhi poll results, Manoj Tiwari 🤣🤣🤣 https://t.co/4KEp1gEwlq"
Chee News™,"#BreakingNews 
#Delhi 
बुरी खबर:
अर्नब गोस्वामी को हुआ दिमागी बुखार
हालत नाजुक, दिल्ली AIIMS में भर्ती। https://t.co/zhEjMZ2ZTH"
Dk..,@GulPanag @Memeghnad Swamy Chinmayanand is biggest economy in Delhi for BJP
Subho Bhattacharya,# @msshankar1961 @HardeepSPuri @BJP4India @PMOIndia Think tank will mull how Delhi dumped them. Who cares for 500 K… https://t.co/mtIB6auB2G
Urban Dictionary,@MissFr00gie Kejriwal: A Great leader Who fought for Rights of Delhi and In... https://t.co/8erhdxVKAC https://t.co/bcUhSQCImD
🇮🇳 Ganesh N 🇮🇳,@PChidambaram_IN Is that the reason @INCIndia was wiped out completely from the streets of Delhi. Good observation… https://t.co/oO4vG64JUM
Theaju,"Next invitation to attend coronation ceremony in Delhi, Interesting journeys.... 😁 😁 😁 https://t.co/103UVoILd2"
Harry,@anilvijminister @narendramodi  Pl ask them to shut there mouth for atleast 6 month cuz of such loss talk we lost i… https://t.co/IjjsKB13ea
Preetam Singh,"@ArvindKejriwal Lotus doesn't always Bloom in Mud, Sometimes Pigs come in and make their Home.. 
#Delhi"
Nadia Asif,@MamaOnGoTweets @PawsnSingh @narendramodi @ArvindKejriwal I’ll-informed as ever. Delhi was only state to have a sur… https://t.co/MJd2PMk9pm
Yuva Siyasat,Delhi Election: @AamAdmiParty @AAPDelhi की शानदार जीत पर कार्यकर्ताओं में खुशी का... https://t.co/KGZAxWvyhC via… https://t.co/UfxRVfur3H
Ajay Roy Choudhary,@narendramodi @myogiadityanath @AmitShah finally people of delhi showed a new path..its time to think and look beyo… https://t.co/U8rzbRrk9R
Varidha 🌈,Our @coolfunnytshirt has more followers than congress voters in Delhi 😂
Keypiyem,"@swapan55 Well said 

Not only Delhi , Every state we need good leaders who can deliver !

People of our  country a… https://t.co/9tKB7zdbKg"
Kishansinh solanki,"@ArvindKejriwal Congratulations to AAP and Shri 
@
Arvind Kejriwal sir 
 Ji for the victory in the Delhi Assembly E… https://t.co/JiZ7cvyN41"
shaik zayan.m,"@ArvindKejriwal big congratulation for kejriwal , new election I'm very happy to minister of Delhi"
Vipul_Rockz,"Delhi people now :-

Humne AAP KO MAAN DIYA, jisse BJP ka Apmaan hua !!!
😂
#DelhiElectionResults #DelhiPolls2020… https://t.co/whAypxa3JI"
Ankit Ahlawat,"T 397 - दिल्ली के नतीजों से साफ है कि अधिकांश भारतीय आज भी सामाजिक रूप से उदार व राजनीतिक रूप से समझदार हैं, व धर्म… https://t.co/Kf7MUaKnOD"
That ConTractor ‏‎‏‎ 📣,Delhi - We too https://t.co/5kyDuzymqj
Adi LFC 🇮🇳,"@bhatnaturally 😂😂 same Delhi voted 7 out of 7 parliamentary seats for Modi.. Its not even a state, it’s a city.. Chutiya log hain sab"
R.Mohan,#ArvindKejriwal congrats.  A well deserved win for meeting aspirations of Delhi people. Continue to work for welfar… https://t.co/94k68U4kk5
Zaqeer Hussain,@DrMonikaSingh_ Congratulations Delhi ✌️
Sudhanshu Mishra,@cute_thakurain Afcouse Delhi
Sarcastic_HumaN,"Thought Their Would be Biryani,Got Soyabean ki Khichdi at ShaheenBagh, Due to Vicious Propaganda of IT cell , they… https://t.co/uO5tJYJHEl"
Udaypal Singh Yadav,"#Delhi_MLAs Congratulations 
गुलाब यादव, महेंद्र यादव , नरेश यादव, अजेश यादव,
सुरेंद्र यादव , प्रवीन यादव ,  शरद या… https://t.co/nArOzal0Jf"
Asif Vahora,It seems so many people may have messed up in Gandhinagar seat in Delhi for both bjp and AAP having se candidate na… https://t.co/5Ocmmegs9L
Shah Social Foundation,@milinddeora @ArvindKejriwal Basically the people of Mumbai &amp; Maharashtra even want good facilities like #Delhi. Pl… https://t.co/3QBJqTfuOx
🦁 𝙐𝙋 𝘼𝙆𝙆𝙄𝘼𝙉𝙎 𝘼𝙍𝙈𝙔 🦁,@mukesh_akkian @Delhi_Akkians Love u all @Delhi_Akkians family  🙏🙏🙏🤘
Gaurav Ajay Kaura,"For better results in future elections, #Congress can replace #RahulGandhi with #KLRahul 🤔

At least zero pe out toh nahi hoge.🤣
#Delhi"
राजपूत सन्दीप चौहान,"जिस राज्य की प्रजा  लालची  हो वहाँ पर सिर्फ ठग ही सासन कर  सकता है ! .....चाँणक्य

#Delhi #DelhiPolls2020"
Yogesh Gahlaut,"Amit shah sir plz start a new campaign for delhi to invite dedicated hard core worker's for BJP , constituency wise. To build a stronger BJP"
JN Kaushik,"Delhi State Congress President,
Mr Subhash Chaupra has resigned from his post, after Congress failed to open even a… https://t.co/JfB1mWnfZC"
Sunny California,"@vivekagnihotri People are advising b'se they supported BJP with no expectations..
AAP - must have done something g… https://t.co/BCjnEmysDa"
Govind Jha,"#DelhiResults #DelhiElectionResults #DelhiPolls2020 
Congratulations AAP
For a massive win and a very close win for… https://t.co/2Id58NXLeQ"
Dr Altus Sojan George 🇮🇳,"@BhavikaKapoor5 @rajan0031 Create space for someone.
The same delhi that voted 7 - 0 for bjp voted 62 -8 for kejriw… https://t.co/WYAFBWsykW"
Mohammed Zubair,"FAKE NEWS by @SwarajyaMag. Read this fact check by  @kritikagoel27
https://t.co/gbFE6yg2Zo
... https://t.co/M21LD0tJyY"
रवि कांत ☭ Ravi Kant,"Will the new #Delhi assembly under CM #ArvindKejriwal soon pass an anti #CAA resolution following Bengal, Kerala, P… https://t.co/fig202TmLX"
Kunal Chandak,"Intelligent voting by Delhites, voted for local face not for national face. Hope this continues, irrespective of an… https://t.co/7ZXKBfCvJN"
Observer,"@sarkar_swati @TheJaggi If BJP wants to win Delhi, it has to challenge AAP tactically. Kejriwal misuses Media to hi… https://t.co/Xj2Yz0Tmyb"
Karuna Rana,@narendramodi @ArvindKejriwal Ab se Delhi dil valo ki nhi muft khoro ki delhi hai
Harnam,"@nitin_gadkari @ArvindKejriwal @BJP4India Sir, please let Delhi run on its own.. kejriwal will do nothing for next… https://t.co/V8NeBx5sMn"
kamlesh porwal,#DelhiResults #AamAadmiParty #delhi good for the common people freebies continue and bad news for the taxpayers as… https://t.co/RzPjGEdZQC
Manish Kumar,"Quick Edit: Delhi reposes faith in Kejriwal for another five years
 https://t.co/cMsWyzpQfb
Download the TOI app no… https://t.co/8ReZdLMvWc"
अतुल सिंह (Atul Singh),"तो 63 सीटो पर #ट्यूबलाइट नही जली।#DelhiElectionResults
कांग्रेस की 63 सीटें ऐसी हैं जहां कांग्रेस की जमानत राशि भी… https://t.co/6m3004dajt"
Saarthi,"@moronhumor Of course Delhi...

Your late initiative made us bear the liar for 5 yrs."
Harish purohit,thnk u my hindu frends from delhi who have let shaheen baugh win  #AAPKiDilli
Subhash Shirdhonkar,Yah hai Delhi ke Upmukhymantri is shaks ko Delhi ke kisi shakhs ne pichhle 5 sal mein kabhi hanste hue Nahin dekha https://t.co/M1osiVny0z
Shravan Kumar mishra,aap samajh mein aayega Delhi walon ko 5 saal kaise pelenge kejriwal thumko nahin lagaenge barabar sukha sukha le lenge Jay Shri ram
India News Stream,Delhi Elections: India Today-Axis-My-India exit poll’s prediction most accurate https://t.co/wLtim9ad1X
🅳🅴🅼🅾🅲🆁🅰🅲🆈 🗨,"@sudhirchaudhary Today stooges are abusing Hindus of Delhi as muftkhor gaddar,dogla. 

Under whos patronage these s… https://t.co/HJc4CZBM4C"
Dhiraj Nahar,@SushilModi Delhi or bihar mein ek common baat hai @PrashantKishor ... Ab Tera kya hoga chotka modi
KOMAL KUMAR,Shri @ArvindKejriwal @AamAadmiParty @AAPDelhi @KhanAmanatullah Delhi m jeet ki Bohot Bohot Badhai ho aapko 🇮🇳
Vaishali Sinha,Doubly excited to be headed to Delhi soon! #DelhiElectionresults2020
Shubham Upadhyay!,"All the best. @ArvindKejriwal Ji.
Hope, Delhi develops Under your leadership.
And in next election @BJP4India will… https://t.co/FitQ0Qyroq"
