user,tweet
ER.NITISH KUMAR,"@sudhirchaudhary Hey I challenges you for live conversation for the Delhi Election ,what bulshit are speaking ,havi… https://t.co/INbvZ45k6z"
TRUTH (THE OTHER SIDE),"@INCIndia Reason of 4% vote share in delhi,
Keep in mind, we are educated, we know what caa is and we understand yo… https://t.co/iu8VCSs7V5"
mike ritter,"A dry martini with gin was on the menu, but it took 30 minutes to order one with vodka. Why? Who knows? Then after… https://t.co/x0zoVlc4Vc"
Vivek Nagpal,@BDUTT Pls don't attribute evolved intelligence to Delhi voters. Free Electricity and lack of leadership from  BJP… https://t.co/o7B60b7gqT
Vh1 Supersonic,"#Delhi, Single or taken, we promise you an insane night to get your Valentine's day groovy! @Vanmoonmusic's making… https://t.co/3h9cVwplI8"
Zeeshan Dawood,@dhruv_rathee Is it just me or do I have company? I have a gut feeling BJP just gave away Delhi as a consolation! T… https://t.co/TMFQo3uYLq
Deepak Sharma,"Shahar main ,tumhari jeet se zayada amari,
Har ke charche hain.

Delhi elections"
Sainavath,@ashutosh83B @BJP4India @AamAadmiParty @SanjayAzadSln @ManojTiwariMP @narendramodi @sardanarohit @sardesairajdeep 1… https://t.co/bnZ2UFrn44
India Today,"Hindu Sena has formed team to bust people found loving each other on Valentine's Day.
(@JournoAshutosh)
https://t.co/xjyuXxrpiM"
anupsadhu,"@ANI #Delhi Results: अनोखा निष्कर्ष

आप खुश - सत्ता सुरक्षित 🤔

बीजेपी खुश - कॉंग्रेस मुक्त भारत 👌

कांग्रेस खुश "
Dev Singh,"@aajtak Delhi में bjp थी क्या?
मेरी याददाश्त थोड़ी कमजोर है🤔…"
Rohitvarma,@WhoDebi @aamirsbrigade @ArvindKejriwal Absolutely......state election is different from lok sabha elections..in st… https://t.co/FFncHDMYRV
News18 Rajasthan,"आम आदमी पार्टी अब राजस्थान के नगर निगमों और पंचायतों के चुनाव में ताल ठोकने की तैयारी कर रही है.
https://t.co/thlhtDOaHM"
Chef Adesh,@ponciosarah todd in house #cooking #chefslife🔪 #gurgaondiaries #Gurgaonfoodie #lovetocook #grub #italianrestaurant… https://t.co/mr9DV9ugPI
Hum dekhenge,@AdityaMenon22 https://t.co/iNBDCpuxix
Sameer,"@NAAGPURKAR @Ashwini_Raje @murthy_sowjanya Delhi ke voters, pissfuls etc."
Chronology वाले _ बाबा..😜😜😜😜,"# Breaking News   
Delhi election ke baad 
जिलेबी बाई को जिल्लेबी के ठेले का उद्घाटन करते ओर जिलेबी खाते देखा गया… https://t.co/VnwFP1Br1X"
Say No To SidNaaz,@ANI They did great job for u in Delhi by transfering all it's vote to aap. U shud award them madam sonia
Akash Gaurav,#DelhiElection Can/Will kejriwal  market his Delhi model like Modi (Gujrat model) did with a similar zeal and strat… https://t.co/uvfzwhKKe4
Satyam,@RoopinderDr exactly... thats what we saw in Delhi 😃
Jagmohan Kaushal,"Fake information 

Electricity companies in Delhi are not duffer as bhakts are. https://t.co/1xAgBHDUM8"
Pradeep Raturi 🇮🇳 पहाड़ी भुला ॐ थराली विधानसभा,"@realDonaldTrump While Democrats waste more time on their latest witch hunt, @realDonaldTrump never stops fighting… https://t.co/pnLMBXlnwr"
Sainavath,@ashutosh83B @BJP4India @AamAadmiParty @SanjayAzadSln @ManojTiwariMP @narendramodi @sardanarohit @sardesairajdeep K… https://t.co/dlHcstdoo2
TVLnews,"Congress President accepts the registration of PC Chako and Shubash Chopra, Shakti Sinh Gohil given additional char… https://t.co/0WEuONHBMO"
Niraj Bhatia,Many congratulations @shaktisinhgohil ji for being appointed as AICC incharge for #Delhi .. all the best .. best wi… https://t.co/IsKBcSPWGc
varun sharma,"ये रेट बजट नहीं आता  , एक दम से इतना रुपए बढ़ा दिए है । @indane_gas #Rtweet #india #delhi #ghaziabad https://t.co/8JylsDHnZV"
TheRealKrishna,Yes Congress completely routed out from Delhi with a Zero... This Doggy cha cha is brave man to criticising his own… https://t.co/XxcxzHa2jW
Inadvertent Indian,"Most fuddu thing right now would be to abuse Delhi voters. As said, they felt tangible benefits of freebies and vot… https://t.co/AmJk3bLTQZ"
Enigmatic Engineer,@kbssidhu1961 Sir it’s a moment of total internal reflection for few In Delhi After the result
The Wire,"With four prominent youth leaders having won their seats along with all seven incumbent ministers, AAP faces its fi… https://t.co/bulucEVQJX"
manoj gopta,@MPLadakh Shame on u Delhi walo kb tk free ki khate rahoge..
Firstpost,"#DelhiElections2020: At the heart of the success of the #AAP govt are Departments of Health, Power and Public Works… https://t.co/42sauezgjM"
Premchandra,@AcharyaPramodk Mr Chako hare ya Congres ke Balveer Delhi chunav Baba ha ha
Anshuman Singh,"@ishkarnBHANDARI BJP played on with ShaheenBagh shit, perhaps, for political mileage. It backfired as voters knew D… https://t.co/fLaW8Vnx2Q"
Kishore Poreddy,"@vishwamTOI I am NOT talking about BJP at all.

Am talking about having a strong opposition so that there are check… https://t.co/KySBjuleKl"
Unknown,"@KamranA527224 Bro it's Riyasat e pudina 🌿🌿🌿😂😂😂😂😂😂😂😂😂
aur Bhai Kashmir koi halwa nhi Jo jalse krne se tmhe mil jaye… https://t.co/x1pJaCj2cD"
beinyourlimts,"@IYRKRao Since today Jagan went Delhi, people may question on Special status , that’s why you are “jakees vesthunaru” A1 ki (Cbi Ed )...🤣😂😂🤣"
RAM PARKASH CHAWLA,@MohinderAAP Many many congratulations for your  and landslide victory of AAP in Delhi. Due to ill health I couldn't come today.
Sainavath,@ashutosh83B @BJP4India @AamAadmiParty @SanjayAzadSln @ManojTiwariMP @narendramodi @sardanarohit @sardesairajdeep D… https://t.co/T2OwJHoLN5
pari,@exultantdreamer If you ever come in delhi for something tell meee
Puneet Sharma,"@shivanshshukla5 @PiyushMishra__ @Saurabhkullkrni @raghven_ace @ANI Overall delhi ki baat kr rha hu 
So voting hi kam hui hai"
Deep Kandpal,@INCIndia Are bhai.. uth gaye? Good morning. Kich delhi elections pe bhi bol do yar
Rajendra Patil,@neerangautam @meenakshisharan @Anil_J_INDIA @M_Lekhi @SoniaGurnani19 @Ashtalakshmi8 @Ramesh_BJP @cpraghav… https://t.co/NN1PUTuLYL
Ashutosh Garg,@BJPLive Delhi leaders must accept that they have to deliver on the ground. Only performance matters. Vote share an… https://t.co/Gig6LeB9z9
NewsMobile,JUST IN | #Congress interim president #SoniaGandhi accepts resignation of #Delhi Congress Chief Subhash Chopra and… https://t.co/nYwEQTTpKU
Dilsedesh,Congress President accepts PC Chako and Subhash Chopra's resignation. Shaktisinh Gohil has been appointed as interi… https://t.co/tbehrUKXDm
Deepakchauhan,@ArvindKejriwal @OfficeOfKNath Badhai ho sir aap ko  Delhi jeeti Kam par
Suresh Thondamuthur,@TVMohandasPai In their Hearts Rajdeep Sardesai and Sagarika Ghose hate Modi from Gujarat days and have been very C… https://t.co/oAZmazzJhp
Pradeep,"What does Delhi say after election results.
#DelhiElectionResults
#DelhiPolls2020
#MuftkhorDelhi

https://t.co/cA7AzUv1mo"
Faizan Deewan Alig,"@AudaciousQuest ABBA jo they apke wo Dimag 🧠 chhod kar gaye they wo hai ya bech kar kha gayin...
If Muslims voted f… https://t.co/2U1Y9R5kt1"
Arun Pathak,"@ArvindKejriwal Congratulations Mr Kejariwal well done, make Delhi world class City"
Syed zuberpasha Jahagirdar,"@AudaciousQuest @mizter4you2 Everyone (Delhi family)is voted for education,electricity,water,Free health ,what coul… https://t.co/sgiRXXFXpi"
Ajoy Singha,@srinivasskc @ArvindKejriwal Yes. Kejriwal certified Delhi. Better than London. 🙏🏻
The Timaater Exporter 🇮🇳,"Bol rhaa hai, Modi/Yogi is copying Mohalla Clinic Model of Kejriwal &amp; Schools of Delhi https://t.co/5lzLCGMSqn"
Thea Choudhary,"@mvmeet 21 saal se Jo Delhi me hai hi nhi.. usne 7-8 seats bhi le li.. bhot progress hai..

Jb dilli me saanp dank… https://t.co/Ojm6DBeYpL"
News Nation,"Did Arvind Kejriwal's 'soft Hindutva' politics help Aam Aadmi Party (AAP) in Delhi elections?

Watch #KhojKhabar wi… https://t.co/TnQYxT2RXU"
Chris Briggs,@ArchdeaconLuke @HaileyburyUK @OldHaileyburian @StephenCM98 Same Architect.  He also designed the parliament building in New Delhi.
A 🔥 Brahman 🇮🇳,@AnOpenLetter001 These people are more happy that BJP couldn't from the government in Delhi than people gave less v… https://t.co/Shd05Fmpr5
Rajesh Dubey,@Saru81589968 Its new delhi beggars Delhi.
Hetvi Shah,"https://t.co/oEduCKHtN3

#DelhiAssemblyElections2020 #DelhiElections #DelhiElectionResult #ArvindKejriwal #AAP"
@mohansharma023,I would request bajran dal to be here in Delhi too. https://t.co/FpjWyp42IP
Shobita Negi,Comes as a late tweet but #DelhiElectionResult2020 proved that #Delhi indeed won’t tolerate fake #Hindutva
Vivek Raj,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP KO"" !!!*"
ANI,Congress Interim President Sonia Gandhi accepts resignation of Delhi Congress Chief Subhash Chopra and State Party… https://t.co/vlfQ8x9KSs
Ramesh Maurya,Congratulations Chief Minister of Delhi Dr. Arvind Kejriwal
Maneesh Chhibber,"A day after the drubbing that the Cong received in Delhi Assembly polls, Cong prez Sonia Gandhi has accepted resign… https://t.co/ZBbNj5oFwe"
alok chandra,Congratulations to  @ArvindKejriwal for winning recent Delhi elections
AprajeetaDahiya,@Amritapandeyy Aur be muftkhoro Kia chal riya h bee..... Jha bhi muftkhori ki baat chalegi Delhi k bhikhmango tumari yad aaygi 😬😂
Bunty.,@aarifshaah 100s of mosques have been built in Delhi on gvt properties is this a sign of ghazwae hind????
Sainavath,@ashutosh83B @BJP4India @AamAadmiParty @SanjayAzadSln @ManojTiwariMP @narendramodi @sardanarohit @sardesairajdeep I… https://t.co/qaCRkNG67N
🅰️🅰️🅿️ #BeARebel #SaveWater #NoPlastic,@santoshspeed @jigyasa203 @ArvindKejriwal Top of the list is the one where an old man was actually crying and plead… https://t.co/n2GRia8bh2
V,@TheDeshBhakt @ArvindKejriwal @sudhirchaudhary Should Sudhir Chaudhary apologize to Delhi public for his remarks?
Dheeraj Dutta,@ArvindKejriwal Please don't bring all the class of world to delhi. It's already very congested
Colin Moynihan,"Narendra Modi’s far-right Hindu-nationalist BJP party was unable to oust the chief minister of Delhi, who a BJP min… https://t.co/dsAsHyM5Jz"
Praveen Ojha,@PJkanojia Delhi me free kara sakte ho...
राय साहब,@BJP4Delhi @ManojTiwariMP जो इतने साल में दिल्ली प्रदेश भाजपा की एक वेबसाइट का विकास नहीं कर सके वो कितनी गम्भीरत�
Ravindra kumar,"@Swamy39 Delhi..

BJP lost by less than:
100 votes: 8 Seats
1,000 votes:19 Seats
2,000 votes: 9 Seats
Add this seat… https://t.co/vwWemvxoLJ"
A_Khan,"An analysis on Delhi Election 2020 by Mr. Urmilesh, a senior and matured gournalist of India....… https://t.co/CUpAyeuE4F"
Anti-420,"https://t.co/T50v64aCYn
YOU ARE WATCHING?"
RAJ-S,#महंगाई_का_करंट This Victory of AAP in Delhi Assembly Election-2020 ensured that the People of Delhi will have to d… https://t.co/DtPivmgiOT
Master YODA 🇮🇳,@kayjay34350 @w_karve @StratMan001 @monocularshark @BlackTorin @VS40046110 @rons1212 @ThinkDivya @priya_thyag… https://t.co/m3VAFBO0I8
PKR | প্রশান্ত | پرشانتو,"""Arvind Kejriwal is set to be Delhi’s chief minister for a third time, winning in the face of the most divisive, ha… https://t.co/NQimfoswB9"
mahesh singh,"In Bihar coming election, the voting methodology will change, as AAP received a grand victory in Delhi it directly… https://t.co/vxvYh2MyXL"
Rahul sharma,@AustenJane023 Wa mantri g mantri free ka khaye to kuch nahi aam public free le to muftkhori kejriwal ne sahido k l… https://t.co/tCfOsUaTCI
yash,@leo_r111 @TheDeshBhakt @sudhirchaudhary is par ek dna toh banta hai...agar asal mein rastra ki chinta hai toh...na… https://t.co/QRJpwiNoWk
Ramesh,"@INCIndia President  Sonia Gandhi accept the resignation of PC Chacko and Delhi Congress chief Subhash Chopra.

She… https://t.co/Ss4oIKyQzD"
Republic,Disha case: Delhi HC warns Twitter of imposing heavy fine for disclosing victim's identity https://t.co/pf2YTldEtd
gr,@scribe_prashant Thanks for your compliment to AAP &amp; Delhi ppl
Nasir Ansari,"दिल्ली सरकार की मौजूदा कैबिनेट में नहीं होगा कोई बदलाव, पुराने चेहरे ही दोबारा बनेंगे मंत्री https://t.co/09iJHtfsqt"
Ramesh Athavale,@sharadsharma1 Delhi voted for continuance of subsidies and freebies.
Santosh Singh,@iArmySupporter Delhi
Ankur Lal Kumar,@RahulGandhi @INCIndia @priyankagandhi 63 contestants ki zamanat zapt Hui hai in Delhi and the same has never happe… https://t.co/FAyyB90Nvc
BiMaL jAgGi 🇮🇳,"@ArvindKejriwal @msisodia 
Next 5 years Delhi should get these FREEBIES:
* DHARNA FREE
* ROAD BLOCK FREE
* CRACKER… https://t.co/b9wOw33dJw"
AAP In News,"दिल्ली चुनाव: धर्मगुरु दलाई लामा ने दी केजरीवाल को बधाई, हैप्पीनेस क्लासेज को सराहा https://t.co/1WHEwtF2xg"
Sadhavi Khosla🇮🇳,I don’t want my Govt to appease Hindus. I don’t want any pilgrimage/yatras sponsored by the Govt. But then I don’t… https://t.co/6v46K23Z1X
Dr.KHB,"Fundas at delhi:
1st party: me pradesh ko jitne ke liye desh &amp;uski repo pe dag laga sakta hu.2nd party: me desh k l… https://t.co/35hXuGDT28"
DILIP LOHIA,"Arvind Kejriwal May Be Liberal India's Darling, But He Isn't the Solution We Need https://t.co/ltfoxwHmML via @thewire_in?lang=en"
Syed zuberpasha Jahagirdar,"@iKaustubhMishra Everyone (Delhi family)is voted for education,electricity,water,Free health ,what could you need m… https://t.co/STyUk0BBaA"
Aamir khan,@iParikshitV @SandeepVishwa_ Delhi me sabse kam na-samajh hain
Priyankk,"@Supriya23bh Gohil is perfect for Delhi 

Has experience of leading party to 7 consecutive assembly defeats in Guj… https://t.co/wRrRWLX7cS"
Pradip Bose,"Nirbhaya case: Delhi court offers death row convict legal aid, displeased over delay https://t.co/yQ7W51aDoK via @timesofindia ok"
Surya Pratap Singh,"2 साल में एनडीए ने 6 राज्यों में सत्ता गंवा दी, दिल्ली ने बढ़ा दी बीजेपी की टेंशन l https://t.co/GkzyerCaaW"
Dhaval Patel,"Manak Ji FYKI BJP+ is 41% in Delhi. Increase of over 9% as compared to 2015 Elections. 

https://t.co/t7PTFXauYt"
Abhishek S Kumar,"@ManojTiwariMP Sir you should give the resign from BJP Delhi President please.

@AmitShah @narendramodi @NupurSharmaBJP"
Sandbags,"Again I am saying , it’s good for BJP if AAP contests in other states . BJP should actually ensure it . 

It would… https://t.co/dMS2wEv6wO"
Syed arshad hashmi,Delhi jeet k baad kis kis ka mooh kala hua. Naam malum hai
Dhananjay Kumar,Now Delhi election is over. Might will get some attention @JPNadda @MeraGurgaon @gurgaon_live @stayingurgaon… https://t.co/u8zqUzmQr5
Manzoor Nauman,"@s_ushavm2013 @BBCHindi @yadavtejashwi @laluprasadrjd #Hindu #Delhi Me Ab Safe Ho Gaye
Ab #Bihar Me #Khatre Me Pade… https://t.co/mtMwLKeqg0"
The Innocent Dialga 🇮🇳,@GurrehmatO @just_sarcastics @risky2210 @AkhilSoni15 @localvirar @ShahAhsanIllahi @seemay @iamrana… https://t.co/D4NpdDWVwv
Aaron Pereira,"Just in: PC Chacko, Subhash Chopra resign from their posts as Delhi in-charge and @INCDelhi president respectively.… https://t.co/qCnAeKa0JB"
RAJ-S,#DelhiResults This Victory of AAP in Delhi Assembly Election-2020 ensured that the People of Delhi will have to die… https://t.co/3MyiOtMedd
mahesh singh,"divisiveness and encourage hatred amongst each other this won’t work, rather Country can be made great if inclusive… https://t.co/I9175rh1Ep"
